game_id,round,TP,year,player,teamname,list,team,country,faction,valid
820,6,0,2016,Ola Segerberg,Team Sweden Bofors,Vyros 2,1,Sweden,retribution,TRUE
821,6,0,2016,Alessandro Montagnani,Team Italy Michaelangelo,Madrak 2,1,Italy,trollbloods,TRUE
822,6,1,2016,Daniele Diaspro,Team Italy Michaelangelo,Vyros 2,1,Italy,retribution,TRUE
823,6,1,2016,Emiliano Traversi,Team Italy Michaelangelo,Thagrosh 1,1,Italy,legion,TRUE
824,6,0,2016,Edoardo Rinaldi,Team Italy Michaelangelo,Haley 2,1,Italy,cygnar,TRUE
825,6,0,2016,Marco Elitropi,Team Italy Michaelangelo,High Reclaimer 1,1,Italy,protectorate,TRUE
826,6,1,2016,Jim Gradwell,Team England Roses,Baldur 2,1,England,circle,TRUE
827,6,1,2016,Toby Nathan,Team England Roses,Ragnor 1,1,England,trollbloods,TRUE
828,6,0,2016,Phil Shaw,Team England Roses,Vladimir 1,1,England,khador,TRUE
829,6,0,2016,Jun Chan,Team England Roses,Vyros 2,1,England,retribution,TRUE
830,6,1,2016,Ryan Evans,Team England Roses,Witch coven 1,1,England,cryx,TRUE
831,6,0,2016,George Banavos,Team Greece Prime,Rasheth 1,1,Greece,skorne,TRUE
832,6,0,2016,Orestis Argiropoulos,Team Greece Prime,Agathia 1,1,Greece,cryx,TRUE
833,6,0,2016,Nikos Kerazoglou,Team Greece Prime,Butcher 3,1,Greece,khador,TRUE
834,6,0,2016,Dimitris Kasdiovasilis,Team Greece Prime,Skuld 1,1,Greece,trollbloods,TRUE
835,6,0,2016,Panagiotis Demiris,Team Greece Prime,Naaresh 1,1,Greece,skorne,TRUE
836,6,0,2016,Marc de Ruiter,Team Netherlands Vermeer,Issyria 1,1,Netherlands,retribution,TRUE
837,6,0,2016,Michiel Smits,Team Netherlands Vermeer,Madrak 2,1,Netherlands,trollbloods,TRUE
838,6,0,2016,Marnix Baas,Team Netherlands Vermeer,Butcher 3,1,Netherlands,khador,TRUE
839,6,1,2016,Maarten Koopmans,Team Netherlands Vermeer,Xerxis 1,1,Netherlands,skorne,TRUE
840,6,0,2016,Michael Boom,Team Netherlands Vermeer,Amon 1,1,Netherlands,protectorate,TRUE
841,6,1,2016,Joonas Heinonen,Team Finland Joukahainen,Axis 1,1,Finland,convergence,TRUE
842,6,0,2016,Jani Kautto,Team Finland Joukahainen,Amon 1,1,Finland,protectorate,TRUE
843,6,0,2016,Antti Jussila,Team Finland Joukahainen,Magnus 2,1,Finland,mercenaries,TRUE
844,6,0,2016,Tuomas Toimela,Team Finland Joukahainen,Rasheth 1,1,Finland,skorne,TRUE
845,6,1,2016,Jarkko Vahamaa,Team Finland Joukahainen,Kromac 2,1,Finland,circle,TRUE
846,6,1,2016,Rudolf Edlmayer,Team Hungary,Nemo 1,1,Hungary,cygnar,TRUE
847,6,1,2016,Zoltan Gaal,Team Hungary,Venethrax 1,1,Hungary,cryx,TRUE
848,6,0,2016,Gabor Wolf,Team Hungary,Karchev 1,1,Hungary,khador,TRUE
849,6,0,2016,Csaba Mile,Team Hungary,Irusk 2,1,Hungary,khador,TRUE
850,6,0,2016,Lorand Sovenyhazi,Team Hungary,Borka 1,1,Hungary,trollbloods,TRUE
851,6,0,2016,Tim Bossuyt,Team Belgium Victorious Secret,Skarre 2,1,Belgium,cryx,TRUE
852,6,1,2016,Niels De Vlieger,Team Belgium Victorious Secret,Kallus 1,1,Belgium,legion,TRUE
853,6,0,2016,Benoit Van Lee,Team Belgium Victorious Secret,Magnus 2,1,Belgium,mercenaries,TRUE
854,6,0,2016,Christophe Dirckx,Team Belgium Victorious Secret,Sorscha 1,1,Belgium,khador,TRUE
855,6,1,2016,Steven De Canck,Team Belgium Victorious Secret,Lylyth 3,1,Belgium,khador,FALSE
856,6,0,2016,Iiro Järvenpää,Team Finland Ilmarinen,Rasheth 1,1,Finland,skorne,TRUE
857,6,0,2016,Hermanni Raatevaara,Team Finland Ilmarinen,Irusk 2,1,Finland,khador,TRUE
858,6,0,2016,Teppo Aro,Team Finland Ilmarinen,Nemo 3,1,Finland,cygnar,TRUE
859,6,1,2016,Teemu Aro,Team Finland Ilmarinen,Vladimir 2,1,Finland,khador,TRUE
860,6,1,2016,Samu Jarvinen,Team Finland Ilmarinen,Baldur 2,1,Finland,circle,TRUE
861,6,1,2016,Bogdan Novikov,Team Russia Bears,Baldur 2,1,Russia,circle,TRUE
862,6,1,2016,Dmitry Khalansky,Team Russia Bears,Sloan 1,1,Russia,cygnar,TRUE
863,6,1,2016,Mikhail Novikov,Team Russia Bears,Amon 1,1,Russia,protectorate,TRUE
864,6,0,2016,Andrei Ivanov,Team Russia Bears,Deneghra 1,1,Russia,cryx,TRUE
865,6,1,2016,Artem Volik,Team Russia Bears,Ossyan 1,1,Russia,retribution,TRUE
866,6,0,2016,Andre Valentim,Team Portugal Primal,Vyros 2,1,Portugal,retribution,TRUE
867,6,0,2016,Bruno Settimelli,Team Portugal Primal,Madrak 2,1,Portugal,trollbloods,TRUE
868,6,0,2016,Alberto Santos,Team Portugal Primal,Vladimir 1,1,Portugal,khador,TRUE
869,6,0,2016,Luis Leite,Team Portugal Primal,High Reclaimer 1,1,Portugal,protectorate,TRUE
870,6,0,2016,Joao Isidro,Team Portugal Primal,Wurmwood 1,1,Portugal,circle,TRUE
871,6,0,2016,Trevor Christensen,Team USA White,Makeda 2,1,USA,skorne,TRUE
872,6,1,2016,Michael Ireland,Team USA White,Helynna 1,1,USA,retribution,TRUE
873,6,1,2016,Brent Simon,Team USA White,Lylyth 3,1,USA,legion,TRUE
874,6,0,2016,Chris Green,Team USA White,Kaya 2,1,USA,circle,TRUE
875,6,1,2016,Trevor Attridge,Team USA White,Haley 2,1,USA,cygnar,TRUE
876,6,1,2016,Chris Murdoch,Team England Knights,MacBain 1,1,England,mercenaries,TRUE
877,6,1,2016,Andy McBirnie,Team England Knights,Witch coven 1,1,England,cryx,TRUE
878,6,1,2016,Andrew Kenny,Team England Knights,Madrak 2,1,England,trollbloods,TRUE
879,6,1,2016,Andy Garrard,Team England Knights,Grim 2,1,England,trollbloods,TRUE
880,6,1,2016,Jamie Cooke-Rogers,Team England Knights,Kallus 1,1,England,legion,TRUE
881,6,1,2016,Yang Song,Team China Baizen,Kaelyssa 1,1,China,retribution,TRUE
882,6,0,2016,Youwei Wu,Team China Baizen,Lucant 1,1,China,convergence,TRUE
883,6,0,2016,Lei,Team China Baizen,Lylyth 3,1,China,legion,TRUE
884,6,1,2016,Wei Jin,Team China Baizen,Karchev 1,1,China,khador,TRUE
885,6,0,2016,Gua,Team China Baizen,Madrak 2,1,China,trollbloods,TRUE
886,6,1,2016,Wolfgang Weber,Team Austria Schnitzel,Witch coven 1,1,Austria,cryx,TRUE
887,6,0,2016,Florian Hartmann,Team Austria Schnitzel,Vyros 2,1,Austria,retribution,TRUE
888,6,1,2016,Martin Hornacek,Team Austria Schnitzel,Hexeris 2,1,Austria,skorne,TRUE
889,6,1,2016,Stefan Riegler,Team Austria Schnitzel,Butcher 3,1,Austria,khador,TRUE
890,6,1,2016,Erich Hochauer,Team Austria Schnitzel,Iron Mother 1,1,Austria,convergence,TRUE
891,6,0,2016,Manuel Tulla,Team Spain Rogue,Wurmwood 1,1,Spain,circle,TRUE
892,6,0,2016,Josep Raúl López,Team Spain Rogue,Haley 2,1,Spain,cygnar,TRUE
893,6,0,2016,Marc Heredia,Team Spain Rogue,Severius 2,1,Spain,protectorate,TRUE
894,6,0,2016,Jorge Cerdá,Team Spain Rogue,Madrak 2,1,Spain,trollbloods,TRUE
895,6,1,2016,Adrian Ramos,Team Spain Rogue,Iron Mother 1,1,Spain,convergence,TRUE
896,6,0,2016,Rob Read,Team Ireland Craic,Kreoss 1,1,Ireland,protectorate,TRUE
897,6,0,2016,Michael Porter,Team Ireland Craic,Vayl 2,1,Ireland,legion,TRUE
898,6,0,2016,Dan Porter,Team Ireland Craic,Haley 2,1,Ireland,cygnar,TRUE
899,6,0,2016,Patrick Long,Team Ireland Craic,Doomshaper 1,1,Ireland,trollbloods,TRUE
900,6,1,2016,Ciaran Bolger,Team Ireland Craic,Xerxis 1,1,Ireland,skorne,TRUE
901,6,1,2016,Ben diBosdari,Team England Lions,Lucant 1,1,England,convergence,TRUE
902,6,1,2016,Brett Wilkie,Team England Lions,Baldur 1,1,England,circle,TRUE
903,6,0,2016,Nathan Hoole,Team England Lions,Siege 1,1,England,cygnar,TRUE
904,6,0,2016,Dominic Leedham,Team England Lions,Haley 2,1,England,cygnar,TRUE
905,6,1,2016,Matt Goligher,Team England Lions,Grim 2,1,England,trollbloods,TRUE
906,6,1,2016,Alexander Grob,Team Austria Apfelstrudel,Darius 1,1,Austria,cygnar,TRUE
907,6,0,2016,Laszlo Vuray,Team Austria Apfelstrudel,Sturm & Drang 1,1,Austria,minions,TRUE
908,6,1,2016,Daniel Pawelka,Team Austria Apfelstrudel,Calandra 1,1,Austria,trollbloods,TRUE
909,6,0,2016,Martin Florian,Team Austria Apfelstrudel,Butcher 3,1,Austria,khador,TRUE
910,6,1,2016,Daniel Maierl,Team Austria Apfelstrudel,Vyros 2,1,Austria,retribution,TRUE
911,6,0,2016,Jonas Brand,Team Norway Red,Kromac 1,1,Norway,circle,TRUE
912,6,0,2016,Terje Boye,Team Norway Red,Vladimir 1,1,Norway,khador,TRUE
913,6,1,2016,Jakub Grzegorzek,Team Norway Red,High Reclaimer 1,1,Norway,protectorate,TRUE
914,6,0,2016,Gard Andresen,Team Norway Red,Kaelyssa 1,1,Norway,retribution,TRUE
915,6,1,2016,Jarle Svendsrud,Team Norway Red,Haley 2,1,Norway,cygnar,TRUE
916,6,1,2016,William Bekkema,Team Netherlands Rembrandt,Lucant 1,1,Netherlands,convergence,TRUE
917,6,0,2016,Dave den Ouden,Team Netherlands Rembrandt,Doomshaper 1,1,Netherlands,trollbloods,TRUE
918,6,0,2016,Tom Starren,Team Netherlands Rembrandt,Karchev 1,1,Netherlands,khador,TRUE
919,6,0,2016,Vincent van der Bijl,Team Netherlands Rembrandt,Asphyxious 3,1,Netherlands,cryx,TRUE
920,6,0,2016,Anjo Brand,Team Netherlands Rembrandt,Issyria 1,1,Netherlands,retribution,TRUE
921,6,1,2016,Conor Burnell,Team Ireland Ceol,Madrak 2,1,Ireland,trollbloods,TRUE
922,6,1,2016,Patrick Dunford,Team Ireland Ceol,Haley 2,1,Ireland,cygnar,TRUE
923,6,1,2016,Mark Hayes,Team Ireland Ceol,Issyria 1,1,Ireland,retribution,TRUE
924,6,1,2016,Eoin Brennan,Team Ireland Ceol,Wurmwood 1,1,Ireland,circle,TRUE
925,6,0,2016,Peter Croft,Team Ireland Ceol,Vayl 2,1,Ireland,legion,TRUE
926,6,1,2016,Terry Slade,Team Wales Dant,Absylonia 2,1,Wales,legion,TRUE
927,6,0,2016,Sam Derbyshire,Team Wales Dant,Barnabas 1,1,Wales,minions,TRUE
928,6,0,2016,Byron Liles,Team Wales Dant,Madrak 2,1,Wales,trollbloods,TRUE
929,6,0,2016,Paul Letherby,Team Wales Dant,Mordikaar 1,1,Wales,skorne,TRUE
930,6,0,2016,Pete Hillard,Team Wales Dant,Butcher 3,1,Wales,khador,TRUE
931,6,0,2016,Adam Tuma,Team Czech Republic Red,Kreoss 1,1,Czech.Republic,protectorate,TRUE
932,6,0,2016,Daniel Bogdanoski,Team Czech Republic Red,Vladimir 2,1,Czech.Republic,khador,TRUE
933,6,1,2016,Michal Dzurenda,Team Czech Republic Red,Issyria 1,1,Czech.Republic,retribution,TRUE
934,6,0,2016,Lukáš Maršík,Team Czech Republic Red,Madrak 2,1,Czech.Republic,trollbloods,TRUE
935,6,0,2016,Tomáš Pešták,Team Czech Republic Red,Skarre 2,1,Czech.Republic,cryx,TRUE
936,6,1,2016,Giaccomo Mader,Team Switzerland Chocolate,Haley 2,1,Switzerland,cygnar,TRUE
937,6,1,2016,Michael Ilegems,Team Switzerland Chocolate,Amon 1,1,Switzerland,protectorate,TRUE
938,6,0,2016,Robi Deola,Team Switzerland Chocolate,Thyra 1,1,Switzerland,protectorate,TRUE
939,6,1,2016,Marc Trautmann,Team Switzerland Chocolate,Kaelyssa 1,1,Switzerland,retribution,TRUE
940,6,0,2016,Marco Bernasconi,Team Switzerland Chocolate,Goreshade 1,1,Switzerland,cryx,TRUE
941,6,1,2016,Joao Morais,Team Portugal Prime,Rasheth 1,1,Portugal,skorne,TRUE
942,6,0,2016,Paulo Morais,Team Portugal Prime,Haley 1,1,Portugal,cygnar,TRUE
943,6,0,2016,Nuno Sequeira,Team Portugal Prime,Scaverous 1,1,Portugal,cryx,TRUE
944,6,0,2016,Alexis Vallalta,Team Portugal Prime,Iron Mother 1,1,Portugal,NA,FALSE
945,6,1,2016,Vasco Oliveira,Team Portugal Prime,Vayl 1,1,Portugal,legion,TRUE
946,6,0,2016,Nathan Bosa,Team UAE,Deneghra 1,1,UAE,cryx,TRUE
947,6,0,2016,John Helz,Team UAE,Madrak 2,1,UAE,trollbloods,TRUE
948,6,0,2016,Olivier Gheysen,Team UAE,Wurmwood 1,1,UAE,circle,TRUE
949,6,1,2016,Enrique Sanchez,Team UAE,Caine 1,1,UAE,cygnar,TRUE
950,6,1,2016,Mike Dunlop,Team UAE,Vladimir 3,1,UAE,khador,TRUE
951,6,1,2016,Andrzej Reszelski,Team Poland Storks,Severius 2,1,Poland,protectorate,TRUE
952,6,0,2016,Piotr Gotowiec,Team Poland Storks,Irusk 2,1,Poland,khador,TRUE
953,6,1,2016,Karol Sosnowski,Team Poland Storks,Wurmwood 1,1,Poland,circle,TRUE
954,6,1,2016,Adam Szymanski,Team Poland Storks,Stryker 2,1,Poland,cygnar,TRUE
955,6,1,2016,Mateusz Dziewanowski,Team Poland Storks,Ossyan 1,1,Poland,retribution,TRUE
956,6,1,2016,Andy Beattie,Team Northern Ireland,Wurmwood 1,1,Northern.Ireland,circle,TRUE
957,6,1,2016,Adam Fox,Team Northern Ireland,Xerxis 1,1,Northern.Ireland,skorne,TRUE
958,6,0,2016,Gerard O'Brien,Team Northern Ireland,Agathia 1,1,Northern.Ireland,cryx,TRUE
959,6,1,2016,Ian Alderdice,Team Northern Ireland,Arkadius 1,1,Northern.Ireland,minions,TRUE
960,6,0,2016,Jonathon Graham,Team Northern Ireland,Severius 2,1,Northern.Ireland,protectorate,TRUE
1,1,0,2016,Asbjorn Willarsrud,Team Norway Blue,Wurmwood 1,2,Norway,circle,TRUE
2,1,1,2016,Leif Bohli,Team Norway Blue,Butcher 3,2,Norway,khador,TRUE
3,1,1,2016,Endre Fodstad,Team Norway Blue,Iron Mother 1,2,Norway,convergence,TRUE
4,1,0,2016,Martin Andre Rohme,Team Norway Blue,Absylonia 2,2,Norway,legion,TRUE
5,1,1,2016,Mats Aubell,Team Norway Blue,Madrak 2,2,Norway,trollbloods,TRUE
6,1,1,2016,Jan Kleva Ivancic,Team Slovenia,Butcher 3,2,Slovenia,khador,TRUE
7,1,1,2016,Tomaz Kovacic,Team Slovenia,Caine 2,2,Slovenia,cygnar,TRUE
8,1,1,2016,Maksimiljan Galos,Team Slovenia,Wurmwood 1,2,Slovenia,circle,TRUE
9,1,1,2016,Jean-Sebastien Imbeau,Team Slovenia,Durst 1,2,Slovenia,protectorate,TRUE
10,1,1,2016,Brin Blatnik,Team Slovenia,Doomshaper 2,2,Slovenia,trollbloods,TRUE
11,1,0,2016,Joao Isidro,Team Portugal Primal,Wurmwood 1,2,Portugal,circle,TRUE
12,1,1,2016,Alberto Santos,Team Portugal Primal,Vladimir 1,2,Portugal,khador,TRUE
13,1,1,2016,Luis Leite,Team Portugal Primal,Severius 2,2,Portugal,protectorate,TRUE
14,1,1,2016,Bruno Settimelli,Team Portugal Primal,Madrak 2,2,Portugal,trollbloods,TRUE
15,1,1,2016,Andre Valentim,Team Portugal Primal,Vyros 2,2,Portugal,retribution,TRUE
16,1,0,2016,Peter Croft,Team Ireland Ceol,Absylonia 2,2,Ireland,legion,TRUE
17,1,0,2016,Patrick Dunford,Team Ireland Ceol,Haley 2,2,Ireland,cygnar,TRUE
18,1,0,2016,Eoin Brennan,Team Ireland Ceol,Wurmwood 1,2,Ireland,circle,TRUE
19,1,0,2016,Mark Hayes,Team Ireland Ceol,Ossyan 1,2,Ireland,retribution,TRUE
20,1,1,2016,Conor Burnell,Team Ireland Ceol,Doomshaper 2,2,Ireland,trollbloods,TRUE
21,1,0,2016,Olivier Gheysen,Team UAE,Wurmwood 1,2,UAE,circle,TRUE
22,1,0,2016,John Helz,Team UAE,Madrak 2,2,UAE,trollbloods,TRUE
23,1,1,2016,Enrique Sanchez,Team UAE,Haley 2,2,UAE,cygnar,TRUE
24,1,1,2016,Nathan Bosa,Team UAE,Venethrax 1,2,UAE,cryx,TRUE
25,1,1,2016,Mike Dunlop,Team UAE,Vladimir 3,2,UAE,khador,TRUE
26,1,1,2016,Tomáš Pešták,Team Czech Republic Red,Skarre 2,2,Czech.Republic,cryx,TRUE
27,1,0,2016,Lukáš Maršík,Team Czech Republic Red,Madrak 2,2,Czech.Republic,trollbloods,TRUE
28,1,0,2016,Daniel Bogdanoski,Team Czech Republic Red,Vladimir 2,2,Czech.Republic,khador,TRUE
29,1,1,2016,Michal Dzurenda,Team Czech Republic Red,Kaelyssa 1,2,Czech.Republic,retribution,TRUE
30,1,0,2016,Adam Tuma,Team Czech Republic Red,Severius 2,2,Czech.Republic,protectorate,TRUE
31,1,1,2016,Tim Bossuyt,Team Belgium Victorious Secret,Scaverous 1,2,Belgium,cryx,TRUE
32,1,1,2016,Christophe Dirckx,Team Belgium Victorious Secret,Sorscha 1,2,Belgium,khador,TRUE
33,1,0,2016,Steven De Canck,Team Belgium Victorious Secret,Irusk 2,2,Belgium,khador,TRUE
34,1,1,2016,Benoit Van Lee,Team Belgium Victorious Secret,Magnus 2,2,Belgium,mercenaries,TRUE
35,1,0,2016,Niels De Vlieger,Team Belgium Victorious Secret,Kallus 1,2,Belgium,legion,TRUE
36,1,1,2016,Jeff Everitt,Team Canada Moose,Butcher 1,2,Canada,khador,TRUE
37,1,1,2016,RJ Marchant,Team Canada Moose,Saeryn 2 & Rhyas 2,2,Canada,legion,TRUE
38,1,0,2016,Dustin McWhirter,Team Canada Moose,Stryker 2,2,Canada,cygnar,TRUE
39,1,1,2016,Lukasz Kruszenski,Team Canada Moose,Vayl 2,2,Canada,legion,TRUE
40,1,0,2016,Cory Doyle,Team Canada Moose,Severius 2,2,Canada,protectorate,TRUE
41,1,1,2016,Gard Andresen,Team Norway Red,Kaelyssa 1,2,Norway,retribution,TRUE
42,1,0,2016,Terje Boye,Team Norway Red,Vladimir 1,2,Norway,khador,TRUE
43,1,1,2016,Jakub Grzegorzek,Team Norway Red,High Reclaimer 1,2,Norway,protectorate,TRUE
44,1,1,2016,Jarle Svendsrud,Team Norway Red,Haley 3,2,Norway,cygnar,TRUE
45,1,1,2016,Jonas Brand,Team Norway Red,Wurmwood 1,2,Norway,circle,TRUE
46,1,1,2016,Enrique Lopez,Team Spain Red,Baldur 2,2,Spain,circle,TRUE
47,1,1,2016,Dorian Gordon,Team Spain Red,Haley 1,2,Spain,cygnar,TRUE
48,1,0,2016,Fernando Segado,Team Spain Red,Lylyth 3,2,Spain,legion,TRUE
49,1,1,2016,Raul Segado,Team Spain Red,Deneghra 1,2,Spain,cryx,TRUE
50,1,1,2016,Javier Sanchez,Team Spain Red,Irusk 2,2,Spain,khador,TRUE
51,1,0,2016,Artur Rietz,Team Poland Wisents,Krueger 1,2,Poland,circle,TRUE
52,1,0,2016,Marcin Mycek,Team Poland Wisents,Ossrum 1,2,Poland,mercenaries,TRUE
53,1,0,2016,Jakub Irzyk,Team Poland Wisents,Sloan 1,2,Poland,cygnar,TRUE
54,1,0,2016,Konrad Sosnowski,Team Poland Wisents,Witch coven 1,2,Poland,cryx,TRUE
55,1,0,2016,Tomasz Tutaj,Team Poland Wisents,High Reclaimer 1,2,Poland,protectorate,TRUE
56,1,1,2016,Zoltan Gaal,Team Hungary,Venethrax 1,2,Hungary,cryx,TRUE
57,1,0,2016,Lorand Sovenyhazi,Team Hungary,Grissel 2,2,Hungary,trollbloods,TRUE
58,1,1,2016,Gabor Wolf,Team Hungary,Butcher 1,2,Hungary,khador,TRUE
59,1,0,2016,Csaba Mile,Team Hungary,Vladimir 1,2,Hungary,khador,TRUE
60,1,0,2016,Rudolf Edlmayer,Team Hungary,Nemo 1,2,Hungary,cygnar,TRUE
61,1,1,2016,Sam Derbyshire,Team Wales Dant,Maelok 1,2,Wales,minions,TRUE
62,1,1,2016,Pete Hillard,Team Wales Dant,Butcher 3,2,Wales,khador,TRUE
63,1,1,2016,Terry Slade,Team Wales Dant,Vayl 2,2,Wales,legion,TRUE
64,1,1,2016,Byron Liles,Team Wales Dant,Gunnbjorn 1,2,Wales,trollbloods,TRUE
65,1,1,2016,Paul Letherby,Team Wales Dant,Mordikaar 1,2,Wales,skorne,TRUE
66,1,0,2016,Chris Orr,Team Canada Goose,Kallus 1,2,Canada,legion,TRUE
67,1,0,2016,Bubba Dalton,Team Canada Goose,Karchev 1,2,Canada,khador,TRUE
68,1,1,2016,Tim Fung,Team Canada Goose,Wurmwood 1,2,Canada,circle,TRUE
69,1,0,2016,Chandler Davidson,Team Canada Goose,Severius 2,2,Canada,protectorate,TRUE
70,1,1,2016,David Beauchamp,Team Canada Goose,Ossyan 1,2,Canada,retribution,TRUE
71,1,1,2016,Dimitris Kasdiovasilis,Team Greece Prime,Ragnor 1,2,Greece,trollbloods,TRUE
72,1,0,2016,Panagiotis Demiris,Team Greece Prime,Naaresh 1,2,Greece,skorne,TRUE
73,1,0,2016,Orestis Argiropoulos,Team Greece Prime,Skarre 1,2,Greece,cryx,TRUE
74,1,1,2016,Nikos Kerazoglou,Team Greece Prime,Butcher 3,2,Greece,khador,TRUE
75,1,0,2016,George Banavos,Team Greece Prime,Hexeris 2,2,Greece,skorne,TRUE
76,1,1,2016,Alun Evans,Team Wales Crafanc,Kreoss 1,2,Wales,protectorate,TRUE
77,1,1,2016,Adam Jones,Team Wales Crafanc,Borka 2,2,Wales,trollbloods,TRUE
78,1,1,2016,Ben Jenkins,Team Wales Crafanc,Goreshade 1,2,Wales,cryx,TRUE
79,1,1,2016,Scott Hooper-Jones,Team Wales Crafanc,Magnus 2,2,Wales,mercenaries,TRUE
80,1,1,2016,Rhys Phillips,Team Wales Crafanc,Helynna 1,2,Wales,retribution,TRUE
81,1,1,2016,Andy Beattie,Team Northern Ireland,Wurmwood 1,2,Northern.Ireland,circle,TRUE
82,1,1,2016,Adam Fox,Team Northern Ireland,Xerxis 1,2,Northern.Ireland,skorne,TRUE
83,1,0,2016,Jonathon Graham,Team Northern Ireland,High Reclaimer 1,2,Northern.Ireland,protectorate,TRUE
84,1,1,2016,Gerard O'Brien,Team Northern Ireland,Goreshade 1,2,Northern.Ireland,cryx,TRUE
85,1,1,2016,Ian Alderdice,Team Northern Ireland,Rask 1,2,Northern.Ireland,minions,TRUE
86,1,1,2016,Klaas Luyckx,Team Belgium Prinzesschen,Ragnor 1,2,Belgium,trollbloods,TRUE
87,1,0,2016,Wout Maerschalck,Team Belgium Prinzesschen,Sloan 1,2,Belgium,cygnar,TRUE
88,1,0,2016,Dirk Pintjens,Team Belgium Prinzesschen,High Reclaimer 1,2,Belgium,protectorate,TRUE
89,1,0,2016,Laurens Tanguy,Team Belgium Prinzesschen,Kaelyssa 1,2,Belgium,retribution,TRUE
90,1,0,2016,Tommy Geuns,Team Belgium Prinzesschen,Maddox 1,2,Belgium,cygnar,TRUE
91,1,1,2016,Joao Morais,Team Portugal Prime,Rasheth 1,2,Portugal,skorne,TRUE
92,1,0,2016,Nuno Sequeira,Team Portugal Prime,Scaverous 1,2,Portugal,cryx,TRUE
93,1,1,2016,Vasco Oliveira,Team Portugal Prime,Vayl 2,2,Portugal,legion,TRUE
94,1,1,2016,Paulo Morais,Team Portugal Prime,Haley 1,2,Portugal,cygnar,TRUE
95,1,1,2016,Alexis Vallalta,Team Portugal Prime,Iron Mother 1,2,Portugal,NA,FALSE
96,1,1,2016,Alexander Loginov,Team Russia Desmans,Nemo 1,2,Russia,cygnar,TRUE
97,1,1,2016,Kirill Ustilovskiy,Team Russia Desmans,Butcher 1,2,Russia,NA,FALSE
98,1,0,2016,Dmitrii Tochenov,Team Russia Desmans,Rahn 1,2,Russia,retribution,TRUE
99,1,1,2016,Konstantin Kruchinin,Team Russia Desmans,Haley 2,2,Russia,cygnar,TRUE
100,1,1,2016,Aleksei Guk,Team Russia Desmans,Ossyan 1,2,Russia,retribution,TRUE
101,1,0,2016,Luke Pollard,Team China Egg Roll,Wurmwood 1,2,China,circle,TRUE
102,1,0,2016,Guanbo Liu,Team China Egg Roll,Asphyxious 3,2,China,cryx,TRUE
103,1,0,2016,Chen Ge,Team China Egg Roll,Amon 1,2,China,protectorate,TRUE
104,1,1,2016,Jason Mcleod,Team China Egg Roll,Arkadius 1,2,China,minions,TRUE
105,1,0,2016,He Jiang,Team China Egg Roll,Calandra 1,2,China,trollbloods,TRUE
106,1,1,2016,Marc Heredia,Team Spain Rogue,Severius 2,2,Spain,protectorate,TRUE
107,1,1,2016,Josep Raúl López,Team Spain Rogue,Caine 2,2,Spain,cygnar,TRUE
108,1,1,2016,Adrian Ramos,Team Spain Rogue,Iron Mother 1,2,Spain,convergence,TRUE
109,1,0,2016,Manuel Tulla,Team Spain Rogue,Wurmwood 1,2,Spain,circle,TRUE
110,1,1,2016,Jorge Cerdá,Team Spain Rogue,Madrak 2,2,Spain,trollbloods,TRUE
111,1,1,2016,Fraser Phillips,Team Middle East,Caine 2,2,Middle.East,NA,FALSE
112,1,1,2016,Bryce Geeraert,Team Middle East,Baldur 2,2,Middle.East,circle,TRUE
113,1,1,2016,Josh Blakemore,Team Middle East,Vindictus 1,2,Middle.East,protectorate,TRUE
114,1,1,2016,Joseph Hanna,Team Middle East,Xerxis 1,2,Middle.East,skorne,TRUE
115,1,1,2016,Eric Liu,Team Middle East,Witch coven 1,2,Middle.East,cryx,TRUE
116,1,0,2016,Christian Metz,Team Germany Gold,Harkevich 1,2,Germany,khador,TRUE
117,1,0,2016,Philipp Schaper,Team Germany Gold,Vyros 2,2,Germany,retribution,TRUE
118,1,0,2016,Bernhard Fischer,Team Germany Gold,Wurmwood 1,2,Germany,circle,TRUE
119,1,0,2016,Christopher Muller,Team Germany Gold,High Reclaimer 1,2,Germany,protectorate,TRUE
120,1,1,2016,Moritz Gatt,Team Germany Gold,Amon 1,2,Germany,protectorate,TRUE
121,1,1,2016,Giannis Agoras,Team Greece Epic,Aurora 1,2,Greece,convergence,TRUE
122,1,1,2016,Marios Oikonomopoulos,Team Greece Epic,Lylyth 3,2,Greece,legion,TRUE
123,1,1,2016,Konstantinos Oikonomopoulos,Team Greece Epic,Harkevich 1,2,Greece,khador,TRUE
124,1,1,2016,Andreas Rizopoulos,Team Greece Epic,Xerxis 1,2,Greece,skorne,TRUE
125,1,0,2016,Spyros Karakitsos,Team Greece Epic,Skarre 1,2,Greece,cryx,TRUE
126,1,1,2016,Stepan Slavik,Team Czech Republic White,Absylonia 2,2,Czech.Republic,legion,TRUE
127,1,1,2016,Tomas Sedlon,Team Czech Republic White,Butcher 3,2,Czech.Republic,khador,TRUE
128,1,1,2016,Vojtech Medonos,Team Czech Republic White,Doomshaper 2,2,Czech.Republic,trollbloods,TRUE
129,1,0,2016,Jiri Kares,Team Czech Republic White,Wurmwood 1,2,Czech.Republic,circle,TRUE
130,1,1,2016,Josef Skladanka,Team Czech Republic White,Haley 1,2,Czech.Republic,cygnar,TRUE
131,1,0,2016,Julien Lesage,Team USA Blue,Doomshaper 3,2,USA,trollbloods,TRUE
